1.136266,0.281624 
1.240408,248.891317 
1.350786,343.546612 
1.456993,351.010877 
1.563748,467.614370 
1.676649,447.823889 
1.818868,264.382247 
1.966916,253.970995 
2.070053,490.220152 
2.184100,545.741618 
2.288939,364.750476 
2.413083,305.451291 
2.515180,374.546267 
2.643146,397.605387 
2.746434,611.882603 
2.857718,451.455394 
2.964714,351.416264 
3.106416,267.604000 
3.218464,445.520926 
3.325217,470.622633 
3.456225,289.447738 
3.556731,248.343583 
3.678846,302.665456 
3.788980,344.307943 
3.902329,340.186530 
4.037568,287.490641 
4.148656,560.279195 
4.260605,228.674696 
4.377041,428.734354 
4.494637,424.505888 
4.636085,357.444087 
4.748158,448.279623 
4.905534,395.485206 
5.008735,496.122065 
5.109576,376.037927 
5.279062,225.623110 
5.383246,370.114555 
5.492074,461.643813 
5.600963,348.245467 
5.711936,338.822184 
5.823049,116.637210 
5.931291,455.279556 
6.049472,323.570428 
6.167105,427.089669 
6.281786,542.725981 
6.386692,599.391223 
6.488396,493.985700 
6.590412,501.878776 
6.716371,414.102591 
6.845650,202.971839 
6.959247,342.264711 
7.102142,95.174885 
7.240475,536.674537 
7.345300,355.640278 
7.459297,443.521148 
7.582000,314.253910 
7.683505,485.495463 
7.795460,665.979863 
7.909136,444.770743 
8.010340,384.177928 
8.135492,401.429934 
8.252436,326.995795 
8.354834,484.384423 
8.459068,254.809452 
8.596728,192.939162 
8.708152,558.586859 
8.815228,466.211116 
8.932409,431.469549 
9.051397,430.295676 
9.163577,450.703856 
9.264554,253.523825 
9.374926,578.405151 
9.478794,368.162302 
9.589849,449.506216 
9.692283,376.438702 
9.834210,443.043830 
9.948326,227.137074 
10.077747,292.996636 
10.196912,122.184011 
10.304567,686.638305 
10.429377,399.965336 
10.556946,393.828414 
10.681377,205.736574 
10.812058,292.620427 
10.986524,74.283947 
11.096115,452.588486 
11.209976,333.039342 
11.324245,754.709458 
11.425177,259.976481 
11.530122,367.432467 
11.640363,14.513661 
11.764200,502.596309 
11.869587,593.620923 
11.977125,572.819673 
12.080068,254.899320 
12.196309,122.503464 
12.309939,333.714873 
12.411823,493.110992 
12.513731,378.379951 
12.639818,593.876303 
12.750905,449.377737 
12.861613,670.589519 
12.964527,485.067873 
13.082369,434.477980 
13.223769,364.356894 
13.323959,265.097068 
13.467167,267.024498 
13.567811,135.129503 
13.676540,128.024777 
13.790671,650.480993 
13.891662,497.468855 
14.020128,393.568570 
14.131475,442.580569 
14.256946,493.496754 
14.372325,230.198045 
14.475927,369.106069 
14.604485,486.627880 
14.710028,488.142986 
14.824015,349.514436 
14.936563,233.143890 
15.045794,563.944892 
15.164308,423.913991 
15.278893,330.934243 
15.379175,623.841907 
15.488196,347.821997 
15.600227,338.478994 
15.713449,664.178224 
15.825100,229.286851 
15.931934,585.582542 
16.032916,381.849543 
16.146784,116.626596 
16.270751,405.266862 
16.373208,376.354498 
16.475078,254.441289 
16.600389,496.683429 
16.721901,319.969423 
16.871727,253.093354 
16.981557,788.130342 
17.107462,306.260746 
17.218238,456.420590 
17.333211,121.071717 
17.434926,372.806858 
17.573155,272.012328 
17.682420,682.375295 
17.789683,465.400004 
17.902230,336.925314 
18.015361,343.671417 
18.125207,117.983195 
18.272254,337.307902 
18.387359,329.438931 
18.500937,442.337538 
18.602048,259.515791 
18.711157,127.579293 
18.822430,556.470720 
18.936909,438.855800 
19.038324,620.028219 
19.183010,262.084560 
19.292699,676.824510 
19.406975,442.436496 
19.522801,226.547585 
19.638048,435.933873 
19.745352,132.706107 
19.866977,311.778516 
19.967917,497.722474 

